,Time_index,Frequency,Bandwidth,Amplitude
8983,"[8983, 8983, 8983, 8983, 8983]","[190, 356, 584, 855, 1524]","[24.404524208757977, 59.202868060461356, 36.815829014723136, 69.81657408151273, 48.77673952207374]","[1820.4609042920306, 33.61962082223603, 69.40656728051583, 26.37760193168897, 12.77025600932057]"
8984,"[8984, 8984, 8984, 8984, 8984]","[190, 356, 584, 857, 1524]","[24.38655425482017, 58.91371191574797, 37.90769720758078, 70.38067608146628, 48.91360677709281]","[1797.4222967630508, 34.13535276577699, 64.71654390900378, 25.392813863021814, 12.769507163499755]"
8985,"[8985, 8985, 8985, 8985, 8985]","[190, 382, 585, 858, 1524]","[24.391154255624542, 58.32534499801238, 38.473266867333905, 71.67542186991545, 49.085797933555796]","[1770.9333216688954, 34.66536915670961, 61.8611858315792, 24.255941335007233, 12.752977334874764]"
8986,"[8986, 8986, 8986, 8986, 8986]","[190, 382, 585, 858, 1524]","[24.398831233663884, 57.3861678956485, 37.96633598994413, 71.85892661340733, 49.51843876801172]","[1757.6359832645746, 35.353167368955596, 59.71034774390556, 23.74780065016511, 12.745823111289356]"
8987,"[8987, 8987, 8987, 8987, 8987]","[190, 382, 584, 857, 1524]","[24.401293943267035, 56.691302936465945, 38.073447891232036, 73.46079977698889, 50.69010443716502]","[1752.5687437440456, 35.833606235704906, 55.44973156455514, 22.52649197622299, 12.747306002863787]"
8988,"[8988, 8988, 8988, 8988, 8988]","[190, 382, 584, 855, 1524]","[24.402902410141195, 56.72952366155232, 36.83874918183119, 74.00089583159502, 51.116195501806715]","[1747.2363335733291, 35.519096092310534, 51.8529651638698, 21.90779040042223, 12.74562670347199]"
8989,"[8989, 8989, 8989, 8989, 8989]","[190, 382, 584, 855, 1524]","[24.408941126858565, 56.5468402155023, 35.49929564414629, 74.16919405483895, 51.19479311600617]","[1740.4348467392933, 35.72646276892444, 50.720031315199314, 21.63866026115051, 12.728282341493147]"
8990,"[8990, 8990, 8990, 8990, 8990]","[190, 381, 584, 855, 1524]","[24.420491705303533, 55.85958968074783, 34.55828282948005, 73.95895991044529, 51.530890933485125]","[1729.4706678497919, 36.190975220990396, 49.40575646061593, 21.363259255431988, 12.70486263533532]"
8991,"[8991, 8991, 8991, 8991, 8991]","[190, 359, 584, 854, 1524]","[24.4430512392359, 55.558394882942764, 32.99552970233674, 69.49607441287787, 51.67870021471958]","[1728.8711196822062, 36.26458512696781, 48.21934033787281, 20.73033340541148, 12.690844875088013]"
8992,"[8992, 8992, 8992, 8992, 8992]","[190, 359, 584, 853, 1524]","[24.482127696769595, 55.07949246870561, 32.796573901625266, 70.46236975532213, 51.9109131338048]","[1730.19460188827, 36.78604529194675, 43.94288961389874, 18.639918149310553, 12.687040933671856]"
8993,"[8993, 8993, 8993, 8993, 8993]","[189, 359, 584, 856, 1524]","[24.52920446392011, 54.61027056024784, 33.2480937556619, 74.20565629976204, 52.031770782381955]","[1729.3437328845405, 37.3633949153802, 39.09316149343241, 16.825348375416286, 12.683894621621675]"
8994,"[8994, 8994, 8994, 8994, 8994]","[189, 359, 584, 841, 1524]","[24.634652692218623, 54.30117375459247, 32.955587772717536, 77.20973425441059, 52.00452371687584]","[1734.051265443522, 37.755734167474635, 35.37334462460333, 15.044009993464636, 12.676674242253032]"
8995,"[8995, 8995, 8995, 8995, 8995]","[188, 359, 585, 839, 1524]","[24.81780949496462, 54.171774157224206, 35.54579233371567, 78.95697082116772, 51.93404364240837]","[1736.7473745295506, 38.4729319079917, 29.044821483289923, 14.103073240492375, 12.67260505488712]"
8996,"[8996, 8996, 8996, 8996]","[188, 358, 585, 1524]","[24.93535227124866, 54.30491844163754, 47.10183380839885, 52.007571717716246]","[1737.4552696206551, 38.59943901752852, 21.764803914210333, 12.671210796206372]"
8997,"[8997, 8997, 8997, 8997]","[188, 358, 583, 1524]","[25.086768205682603, 54.49089255285992, 97.26343675494974, 52.19782896851416]","[1721.101737798268, 39.046341667675016, 16.412188670889563, 12.666854388809222]"
8998,"[8998, 8998]","[187, 360]","[24.956858401740703, 52.37168565232855]","[1651.1558010187632, 31.65026781002385]"
8999,"[8999, 8999]","[187, 368]","[24.53758151455176, 43.15821386583548]","[1570.1878162592004, 21.596430769459573]"
9000,"[9000, 9000]","[186, 367]","[24.555902721098704, 42.01884579597851]","[1580.0401333731259, 20.281677148978346]"
9001,"[9001, 9001]","[186, 366]","[24.603074425185724, 42.40150562989891]","[1602.8569404187513, 19.228341498973812]"
9002,"[9002, 9002]","[186, 365]","[24.657841124196324, 43.5099112727093]","[1622.766476283779, 18.33574170859252]"
9003,"[9003, 9003]","[185, 364]","[24.622877846551347, 44.48370136787912]","[1649.3686718448457, 17.84765731359111]"
9004,"[9004, 9004]","[185, 362]","[24.5899617304388, 44.230571880186005]","[1674.0810799775497, 17.918386023167976]"
9005,"[9005, 9005]","[184, 361]","[24.484446161221626, 42.852705178798146]","[1711.3079821026324, 18.633975138504002]"
9006,"[9006, 9006]","[184, 361]","[24.336622424889043, 42.116005838147885]","[1744.4163225774623, 19.14926537653738]"
9007,"[9007, 9007]","[183, 359]","[24.197959886647055, 40.9235725004944]","[1757.602694736935, 19.62487798090744]"
9008,"[9008, 9008]","[183, 359]","[24.103830062582603, 40.12897204422467]","[1765.685228294197, 19.501749642895337]"
9009,"[9009, 9009]","[183, 358]","[24.011781401415874, 40.581519143059836]","[1775.4698986062554, 19.292878676538493]"
9010,"[9010, 9010]","[182, 357]","[23.90074983624146, 40.88744681395542]","[1775.563343524473, 19.685140662439718]"
9011,"[9011, 9011, 9011]","[18, 182, 356]","[14.356347910907918, 23.85731620114123, 40.54202760917764]","[37.01818869016148, 1768.1252875711357, 19.952832679810353]"
9012,"[9012, 9012, 9012]","[18, 182, 355]","[14.081909550873204, 23.829936078468364, 40.35483233187085]","[37.50878315363938, 1754.4035664555315, 19.983529215248453]"
9013,"[9013, 9013]","[182, 355]","[23.814718743911016, 40.51557960408519]","[1751.9404434307285, 20.886174883150225]"
9014,"[9014, 9014, 9014]","[182, 356, 549]","[23.82995814210949, 39.93803941126839, 59.782957646389605]","[1755.8975487202433, 21.233073929835832, 8.855092492787149]"
9015,"[9015, 9015, 9015]","[182, 357, 552]","[23.810185555103118, 38.86314436073553, 55.949034784566834]","[1741.1206310563566, 21.76359570813742, 10.1723373191643]"
9016,"[9016, 9016, 9016]","[182, 357, 555]","[23.811120077268384, 37.640636051837475, 46.65212680885145]","[1739.4863409537306, 22.58324000792643, 12.586742802909397]"
9017,"[9017, 9017, 9017]","[182, 357, 553]","[23.819260428224197, 36.10931036688788, 43.752018149605874]","[1741.2290363225632, 23.31458377053007, 14.891614847462137]"
9018,"[9018, 9018, 9018]","[182, 356, 552]","[23.825784794441574, 35.71819860608497, 45.15287013826776]","[1737.231627869707, 24.208126362436637, 16.727711488994355]"
9019,"[9019, 9019, 9019]","[182, 356, 554]","[23.854115539694135, 35.619630494011346, 48.53287071317095]","[1736.6205311016429, 24.52757633407155, 18.99342135264746]"
9020,"[9020, 9020, 9020]","[182, 357, 556]","[23.851950840463587, 35.89388128873378, 50.13747685306623]","[1718.1815297301891, 24.501625714051674, 21.25163629748482]"
9021,"[9021, 9021, 9021]","[182, 357, 554]","[23.864733550635577, 35.73254242017788, 52.62557925457304]","[1702.6312971187635, 24.81876974136872, 22.819040823049587]"
9022,"[9022, 9022, 9022]","[182, 357, 552]","[23.879619042772532, 36.46905130671155, 52.27389386036759]","[1680.1224083230072, 25.012701615642328, 25.149000037491263]"
9023,"[9023, 9023, 9023, 9023]","[17, 182, 358, 554]","[12.993550371416088, 23.905308775932838, 36.64752913048051, 51.40962740197165]","[46.48960351168293, 1673.2477020172876, 25.444548525781205, 27.88312601957169]"
9024,"[9024, 9024, 9024, 9024]","[18, 183, 359, 557]","[14.737071958819087, 23.868391840517887, 37.19780691346887, 52.2646177004051]","[44.19722911849621, 1665.993042046339, 25.91658523177116, 29.923084663417754]"
9025,"[9025, 9025, 9025, 9025]","[18, 183, 360, 560]","[15.558384616146123, 23.828944535489313, 37.14630354833457, 51.92030422103937]","[43.396039772301464, 1664.6097930187161, 26.587741351413293, 32.261954256813155]"
9026,"[9026, 9026, 9026, 9026, 9026]","[18, 183, 361, 560, 833]","[15.18674286276732, 23.819290892519803, 36.252049308677385, 49.024014929853706, 39.98172965075116]","[44.92593487537663, 1657.703811887905, 27.53503511939202, 34.72183119262751, 8.596878636008457]"
9027,"[9027, 9027, 9027, 9027, 9027]","[18, 183, 362, 560, 829]","[15.15273275357298, 23.826965015500292, 35.731647669660504, 47.175768873734455, 40.7145939952735]","[44.19303819581228, 1664.0164037339412, 28.32117457829555, 37.08643040122529, 10.415394431219033]"
9028,"[9028, 9028, 9028, 9028, 9028]","[17, 183, 362, 562, 829]","[14.809799578686308, 23.83699078370364, 35.88083851519144, 43.55500373428072, 40.62408014174014]","[40.3531346026363, 1671.0836121721163, 29.264268311991138, 41.33350884782233, 11.256938765872958]"
9029,"[9029, 9029, 9029, 9029, 9029]","[17, 183, 363, 562, 829]","[14.828783594236805, 23.86941378845023, 35.78887970980395, 43.00953187678044, 40.080282922629294]","[40.01846379371928, 1675.2799923335922, 28.736730292762886, 43.53540642407824, 11.812218299112246]"
9030,"[9030, 9030, 9030, 9030, 9030]","[17, 183, 363, 562, 830]","[14.91272079140654, 23.89694696125312, 35.75307905355129, 45.29581351135539, 41.24734695744053]","[37.496920962478285, 1681.623095371262, 28.193506145542575, 42.937201594255185, 12.085509273812818]"
9031,"[9031, 9031, 9031, 9031, 9031]","[17, 184, 363, 563, 832]","[14.795645137706332, 23.876011452720604, 36.88069220398404, 45.977237947396816, 44.592243245984605]","[36.643302100352315, 1689.2919046618176, 28.68631708763019, 43.802116997452146, 12.440529199806692]"
9032,"[9032, 9032, 9032, 9032, 9032]","[17, 184, 363, 563, 832]","[15.065600204131528, 23.878730480543908, 37.81547048155761, 48.18057425679092, 44.97581190371784]","[36.76909901147139, 1710.9909603608796, 28.998199683776075, 44.426494727522744, 12.742211540925021]"
9033,"[9033, 9033, 9033, 9033, 9033]","[17, 184, 362, 565, 832]","[14.449168885926781, 23.87812275211303, 39.18552294949774, 52.21728387230428, 44.614044919647085]","[35.4038710574349, 1718.3370999168078, 28.798202593913043, 44.50627319453012, 13.307816031950212]"
9034,"[9034, 9034, 9034, 9034]","[184, 362, 568, 834]","[23.879517113058625, 40.13688595499349, 52.82096606597713, 44.2962536760665]","[1719.9474562837463, 28.73573369016787, 46.521151566879716, 14.891241165424386]"
9035,"[9035, 9035, 9035, 9035]","[184, 362, 570, 836]","[23.883034201183477, 40.342310932119574, 50.88539848461187, 42.062868235792166]","[1728.4687594369818, 29.090187281045797, 49.80592057990284, 18.058512547918433]"
9036,"[9036, 9036, 9036, 9036]","[184, 363, 573, 837]","[23.88164334168019, 40.70365863398939, 51.714275226327004, 42.03830740486717]","[1737.4858344852933, 29.2880100313378, 50.88659908015234, 18.951693465312573]"
9037,"[9037, 9037, 9037, 9037]","[184, 363, 576, 838]","[23.887289468957647, 41.00387395362634, 50.03923980836555, 42.82800379947935]","[1754.3048337812422, 29.591015113438342, 53.51040586411158, 19.838613365318302]"
9038,"[9038, 9038, 9038, 9038]","[184, 363, 576, 838]","[23.89351495917589, 41.99075493924681, 46.32648260178394, 43.82175790200131]","[1772.553559248798, 29.063382093947247, 57.244139803370274, 20.686471468390604]"
9039,"[9039, 9039, 9039, 9039]","[184, 363, 576, 839]","[23.87666020056912, 43.02961989158041, 44.948077537078234, 44.79137086138337]","[1781.789106455738, 28.595823644143962, 57.479376033553756, 20.588105346170153]"
9040,"[9040, 9040, 9040, 9040]","[184, 351, 577, 839]","[23.854041372547385, 44.04210470985487, 45.47162651113979, 45.44288880976467]","[1798.1214460145493, 28.216524068245594, 57.44676417347253, 21.03686958012253]"
9041,"[9041, 9041, 9041, 9041]","[184, 349, 579, 840]","[23.836665238574255, 44.521291770899836, 46.49100562427475, 43.81466099986801]","[1822.4978502003075, 28.945658652451048, 58.41255218347941, 22.75760186942223]"
9042,"[9042, 9042, 9042, 9042]","[184, 348, 580, 841]","[23.820138826825143, 44.64177487099164, 47.20079691374099, 45.08405463668669]","[1847.046003546984, 30.668988649796844, 58.85519974130019, 22.038072972012024]"
9043,"[9043, 9043, 9043, 9043]","[184, 346, 581, 844]","[23.838320604822655, 44.21927394032838, 45.577291704652225, 45.01298842629831]","[1881.2126741610748, 31.951451611899554, 60.51034514108403, 20.453354311063617]"
9044,"[9044, 9044, 9044, 9044]","[184, 346, 582, 845]","[23.841541837878083, 43.56047851102778, 43.610163431520164, 44.42384837491079]","[1902.2976608162426, 33.300085392684814, 62.82235464196987, 20.19370705504727]"
9045,"[9045, 9045, 9045, 9045]","[184, 345, 584, 845]","[23.83820884146766, 43.03720445828333, 40.53278516184503, 61.84524514996622]","[1926.6978640977552, 34.07779631007771, 62.47809969470933, 20.24641207244098]"
9046,"[9046, 9046, 9046, 9046]","[184, 345, 584, 846]","[23.819607771078807, 42.987752968275174, 39.990195206581575, 64.32016034082142]","[1945.074737376934, 35.5358408820054, 63.191889309863036, 20.107948413624744]"
9047,"[9047, 9047, 9047, 9047]","[184, 345, 586, 845]","[23.813477089658278, 42.28820004992605, 40.09052655744347, 65.82821512668431]","[1960.4920965516044, 38.83304798751605, 65.64141491281477, 19.59350676282272]"
9048,"[9048, 9048, 9048, 9048, 9048]","[91, 184, 344, 587, 846]","[55.92064082131962, 23.75882626023909, 40.8722686724808, 40.40185055640154, 66.45789634945356]","[25.450885315912704, 1962.6149097279967, 47.21029908362148, 69.12744923480388, 20.540371876218273]"
9049,"[9049, 9049, 9049, 9049, 9049]","[97, 183, 344, 585, 847]","[64.85437110236435, 23.547882355176654, 49.49359440708264, 44.086030294782404, 72.16343007466867]","[265.7932414793352, 1950.3553783495013, 113.21043649504652, 83.57385704744212, 26.77417727181509]"
9050,"[9050, 9050, 9050, 9050, 9050]","[98, 183, 343, 585, 845]","[66.65205985558256, 23.404840700712043, 86.87947856859603, 45.28167248987097, 80.7519720996454]","[385.50206984951535, 1926.15976310513, 140.8459427369375, 88.27272809267407, 28.74016284466341]"
9051,"[9051, 9051, 9051, 9051, 9051]","[98, 183, 343, 585, 850]","[66.75890185345564, 23.392264605289114, 86.53949250482867, 47.529229590255454, 87.10436808214774]","[385.8119985012506, 1917.7993921241919, 141.80814699130076, 82.11454588174118, 26.175934530370004]"
9052,"[9052, 9052, 9052, 9052]","[98, 183, 343, 586]","[66.74433983823502, 23.380271583279153, 86.07690538969842, 49.80554262841508]","[385.89990814464903, 1902.9266841956437, 142.98186223457495, 76.32453702823804]"
9053,"[9053, 9053, 9053, 9053]","[98, 183, 343, 588]","[66.74083652454206, 23.3706240375528, 85.60129229746696, 51.72590152666476]","[385.8627699198876, 1896.5903068753842, 144.111989831283, 71.58256377074828]"
9054,"[9054, 9054, 9054, 9054]","[98, 183, 343, 589]","[66.70941740753415, 23.351538607763473, 85.86406403876356, 52.5377181254637]","[385.82810707093785, 1892.2491160500617, 144.7208993421637, 66.81320528767118]"
9055,"[9055, 9055, 9055, 9055]","[98, 183, 344, 591]","[66.70212393851588, 23.343340532704218, 86.10744659816817, 53.15991553816161]","[385.8099794684268, 1887.6003984665463, 145.02500201914185, 63.82926783053395]"
9056,"[9056, 9056, 9056, 9056]","[98, 183, 344, 590]","[66.70039771400646, 23.35666078944689, 86.37958325110611, 51.577282920819584]","[385.7763752497889, 1887.4699926682795, 144.56911303273665, 62.04421687351206]"
9057,"[9057, 9057, 9057, 9057]","[98, 182, 344, 590]","[66.69975177044167, 23.363941074946183, 86.65010620529318, 52.41116959783403]","[385.769254799628, 1885.065259924401, 144.11016445864902, 58.300262154241274]"
9058,"[9058, 9058, 9058, 9058]","[98, 182, 344, 591]","[66.71228073860672, 23.362241325735226, 86.95269336836134, 53.32138396374137]","[385.6983737554342, 1885.397302471556, 143.1320773893441, 53.702946265211715]"
9059,"[9059, 9059, 9059, 9059]","[98, 182, 345, 591]","[66.7311297098922, 23.45183160790907, 87.67945120278796, 52.050394478521525]","[385.62202842544986, 1882.1953455063885, 141.34134002719432, 51.22830921494252]"
9060,"[9060, 9060, 9060, 9060]","[98, 182, 346, 591]","[66.74945330379116, 23.51866771293976, 87.9724267384488, 54.47854946016412]","[385.6118089582198, 1871.0951422640744, 141.53922283478806, 47.361235076441275]"
9061,"[9061, 9061, 9061, 9061]","[98, 181, 347, 590]","[66.7721925293355, 23.575162222936058, 87.91088343726892, 58.3845533204734]","[385.58719253616704, 1867.5221756237975, 142.80070928887562, 42.78833924574505]"
9062,"[9062, 9062, 9062, 9062]","[98, 181, 348, 583]","[66.78785404257808, 23.636260588776366, 87.07564123717447, 58.40221150711477]","[385.54223838091985, 1867.6537642609246, 145.78523887016735, 40.61894954417316]"
9063,"[9063, 9063, 9063, 9063]","[98, 181, 349, 578]","[66.81828977754624, 23.711296011306672, 86.08478117896084, 57.38819591758261]","[385.30604312937976, 1863.7540393368786, 148.52055755256416, 39.00045835817029]"
9064,"[9064, 9064, 9064, 9064]","[99, 180, 349, 513]","[66.75552953051084, 23.762275117694998, 85.24538255354452, 40.95021694995927]","[385.035073481917, 1869.932380808031, 150.0867113985367, 37.707284367628674]"
9065,"[9065, 9065, 9065]","[99, 180, 350]","[67.04282772741203, 23.828410668065032, 44.86920694251137]","[345.41266341677465, 1868.793010267972, 139.71321436018766]"
9066,"[9066, 9066, 9066]","[67, 179, 353]","[62.62400754954144, 24.28576495777085, 30.9783159317804]","[82.43838448265275, 1896.8572099047997, 77.99644902181157]"
9067,"[9067, 9067]","[179, 354]","[24.49271287912387, 27.094961024038753]","[1950.3720524182, 67.08308832504665]"
9068,"[9068, 9068]","[178, 353]","[24.511149846948143, 26.40309916915885]","[1996.7646432535382, 70.61802483508237]"
9069,"[9069, 9069]","[178, 353]","[24.45136762886986, 25.893045160800625]","[2038.2848640812854, 74.6954834803985]"
9070,"[9070, 9070]","[178, 353]","[24.36158119705476, 25.454195781740225]","[2061.564470381957, 75.89916114046174]"
9071,"[9071, 9071]","[177, 353]","[24.25178097868502, 25.08705694179963]","[2073.223654682049, 77.80352787806072]"
9072,"[9072, 9072]","[177, 353]","[24.120312524736306, 24.766977201524526]","[2095.0415335548137, 80.3513439767072]"
9073,"[9073, 9073]","[177, 353]","[24.00229801396449, 24.554843799993307]","[2128.750662382452, 85.25941072492054]"
9074,"[9074, 9074]","[177, 353]","[23.88128218431683, 24.36069405040587]","[2157.908893340735, 88.5465089317062]"
9075,"[9075, 9075]","[176, 353]","[23.78571946700066, 24.255165259491378]","[2186.1868076814467, 89.67244231269882]"
9076,"[9076, 9076]","[176, 352]","[23.75379314862826, 24.21379037477044]","[2198.3643653214217, 90.5207441845519]"
9077,"[9077, 9077]","[176, 352]","[23.71519966250696, 24.06134433734934]","[2211.0344236637407, 90.9001018894944]"
9078,"[9078, 9078]","[176, 352]","[23.70675296604918, 23.982012426553865]","[2226.4902302035043, 90.97515131072747]"
9079,"[9079, 9079, 9079]","[176, 352, 532]","[23.68977667087549, 23.91583616489794, 28.762516638930038]","[2220.430589064973, 90.64488938376829, 9.847046314230866]"
9080,"[9080, 9080, 9080]","[176, 352, 536]","[23.689267179206496, 23.941218676437245, 36.09155375934904]","[2217.586825676289, 90.45285242846488, 11.964775744395276]"
9081,"[9081, 9081, 9081]","[176, 352, 543]","[23.686332152768358, 23.97853002247814, 41.83749877890227]","[2215.4211723332505, 89.64382823103375, 14.117846902117638]"
9082,"[9082, 9082, 9082, 9082]","[18, 176, 352, 551]","[16.598964314315452, 23.69128921177557, 23.9888080471801, 41.908600136124164]","[31.14647994953866, 2215.589711424491, 89.07288703029745, 18.27333075947421]"
9083,"[9083, 9083, 9083, 9083]","[19, 176, 352, 553]","[16.83513037976269, 23.68808894826958, 24.005118217090626, 39.17504417566772]","[34.558851549035914, 2197.3640625643357, 90.23597539467626, 23.16069902576253]"
9084,"[9084, 9084, 9084, 9084]","[18, 176, 352, 554]","[15.471341421687013, 23.69299431116204, 23.984297555517003, 37.673188972925345]","[39.88361068036655, 2174.7174742519005, 90.78631049822134, 26.262107019557753]"
9085,"[9085, 9085, 9085, 9085]","[18, 176, 352, 553]","[14.308180204480244, 23.692833947589236, 23.996146686580914, 39.933098106492025]","[41.16955750459509, 2154.3970411772357, 89.99844134848713, 28.790509470664507]"
9086,"[9086, 9086, 9086, 9086]","[18, 176, 352, 553]","[14.136274445368759, 23.694479184851303, 23.96924412451756, 41.40703400638802]","[40.9877207699693, 2152.5241484193343, 89.26141777838149, 30.826151363808854]"
9087,"[9087, 9087, 9087]","[176, 352, 553]","[23.69464323724776, 24.02164708019029, 40.586413997381214]","[2171.258089734434, 90.79347176239614, 33.17816564217729]"
9088,"[9088, 9088, 9088]","[176, 352, 554]","[23.698666996235943, 24.092619452672977, 40.66728673676789]","[2184.240007186082, 91.6135063573299, 36.951284878887634]"
9089,"[9089, 9089, 9089]","[176, 352, 555]","[23.70122767598997, 24.170218007782466, 40.82162599442961]","[2171.964942626738, 91.72780618698776, 40.70619279011987]"
9090,"[9090, 9090, 9090]","[176, 352, 555]","[23.704560947965803, 24.134953277197553, 40.247550765577444]","[2158.0439932509585, 89.96241853935418, 43.78869011358477]"
9091,"[9091, 9091, 9091]","[176, 352, 556]","[23.71865633574248, 24.087691811963168, 39.51276033194813]","[2152.475597242187, 89.79722671987408, 46.607468492794]"
9092,"[9092, 9092, 9092]","[176, 352, 556]","[23.728585827158156, 24.09212195132477, 39.15828068927283]","[2144.0896485932926, 91.51744633046454, 49.65449307438304]"
9093,"[9093, 9093, 9093]","[176, 352, 556]","[23.731981685557855, 24.07424125620372, 36.526383731101646]","[2137.8774125137425, 92.29990730498861, 52.78680234278481]"
9094,"[9094, 9094, 9094, 9094]","[87, 176, 352, 556]","[22.610148272956593, 23.73474461703543, 24.046463126122774, 34.24927693265886]","[20.61062968817804, 2132.2148615361725, 92.1930016403501, 56.52841642165575]"
9095,"[9095, 9095, 9095, 9095]","[88, 176, 351, 557]","[23.073032033490335, 23.722834698005016, 24.123477401990556, 33.76393286035045]","[34.86758277143271, 2121.6496880732375, 92.0802350054868, 60.49603318518771]"
9096,"[9096, 9096, 9096, 9096]","[87, 176, 352, 558]","[23.432092655777694, 23.726183415056028, 24.15492206096775, 33.42264359799083]","[63.090842859334664, 2119.1079732203966, 91.93047250320996, 62.90307160308983]"
9097,"[9097, 9097, 9097, 9097]","[88, 176, 352, 559]","[24.101618463184863, 23.722158612338774, 24.06839428346052, 33.40714845435855]","[105.03472028460554, 2100.835798156032, 90.49345583225626, 63.32731965939314]"
9098,"[9098, 9098, 9098, 9098]","[88, 176, 351, 560]","[24.300030565913573, 23.741212392174532, 24.101183883361443, 34.646626891139135]","[118.42690549461328, 2086.3925552679934, 88.74475988604917, 60.84621782137875]"
9099,"[9099, 9099, 9099, 9099]","[88, 176, 351, 561]","[24.325148055334992, 23.774316414077788, 24.25316079298284, 37.78459488117869]","[118.84859219396108, 2087.3670949304437, 85.81658907002951, 57.092747720041025]"
9100,"[9100, 9100, 9100, 9100]","[88, 176, 351, 563]","[24.361023134365524, 23.83526305531049, 24.43660958027789, 40.61453721611258]","[118.94636416611979, 2095.547287157112, 81.24391137918045, 54.30448924434458]"
9101,"[9101, 9101, 9101, 9101]","[88, 176, 351, 563]","[24.35395125284424, 23.92485341797064, 24.615014590686485, 42.41129688082344]","[118.92807822925843, 2095.8436648996612, 76.71546108808091, 52.83085370559626]"
9102,"[9102, 9102, 9102, 9102]","[88, 176, 351, 564]","[24.33876437456837, 24.005099862667976, 24.83620501455414, 42.901649061057356]","[118.71489444079549, 2090.03248178934, 72.02795617336274, 52.51635333713755]"
9103,"[9103, 9103, 9103, 9103]","[88, 176, 351, 566]","[24.32571520848245, 24.070393725552464, 25.064235410311426, 43.9993053390142]","[118.74895400818656, 2079.404680327307, 67.82965632529408, 54.4792414368398]"
9104,"[9104, 9104, 9104, 9104, 9104]","[88, 177, 352, 568, 840]","[24.325131821452402, 24.096709867984032, 25.245963300233655, 44.45915437406336, 51.740072341511905]","[118.82883577382309, 2065.154759624154, 64.05508257917612, 55.6193307641977, 9.795804212128056]"
9105,"[9105, 9105, 9105, 9105, 9105]","[88, 177, 352, 570, 840]","[24.319810174461068, 24.099836945929525, 25.461879001495618, 47.70979054117538, 55.71748205011022]","[118.93456725465775, 2070.732367202185, 59.88595155889115, 52.453278689824685, 10.11444303445379]"
9106,"[9106, 9106, 9106, 9106, 9106]","[88, 177, 352, 571, 840]","[24.293471023728117, 24.101423618821485, 25.757107746371105, 50.157632576964374, 56.24759190931104]","[118.70126015906749, 2083.274695065598, 55.05231472347549, 50.365627482984166, 10.223821376148367]"
9107,"[9107, 9107, 9107, 9107]","[88, 177, 352, 572]","[24.28983221267262, 24.115978660391022, 26.055359715988004, 50.144319096015465]","[118.12485974015578, 2090.566729468495, 50.69464987256552, 49.84758748683346]"
9108,"[9108, 9108, 9108, 9108]","[88, 178, 353, 574]","[24.315696667938496, 24.092424026233346, 26.40070760729901, 52.02354591534106]","[116.38980570125693, 2089.9611332418826, 46.95415106271652, 47.61836149893929]"
9109,"[9109, 9109, 9109, 9109]","[88, 178, 353, 575]","[24.35705193072006, 24.044440964783576, 26.855783902882195, 52.014200946471306]","[112.8795422630671, 2083.8928969873946, 42.618032914653284, 48.3737971704809]"
9110,"[9110, 9110, 9110, 9110]","[88, 178, 354, 576]","[24.446612564580988, 24.042464052690377, 27.584623076183107, 51.13389177774013]","[107.05420765108175, 2087.634122488339, 39.218134084584165, 49.18592258097048]"
9111,"[9111, 9111, 9111, 9111]","[88, 179, 355, 578]","[24.614668880472337, 24.028726965540386, 28.28147512606313, 53.54282284709939]","[98.0287408512176, 2089.4204776784845, 35.25856639880553, 49.582189639003964]"
9112,"[9112, 9112, 9112, 9112]","[88, 179, 355, 582]","[24.9486720618345, 23.97681839684836, 29.176382702443902, 52.288473508601214]","[81.89171899814878, 2092.282930745352, 31.114063466618195, 50.71651540243841]"
9113,"[9113, 9113, 9113, 9113]","[88, 179, 356, 585]","[25.95194665206448, 23.961294957896484, 32.82899221510144, 46.94481692583827]","[49.21949529329451, 2107.476267355375, 26.60789652175412, 53.78202679773863]"
9114,"[9114, 9114, 9114, 9114]","[180, 358, 588, 877]","[23.921057053839604, 38.593886826015364, 43.62964598336316, 72.12042487494625]","[2128.7294725087972, 23.285100680237576, 55.496918099994126, 9.379770884694233]"
9115,"[9115, 9115, 9115, 9115]","[180, 358, 590, 879]","[23.89426368406623, 42.34394005476685, 42.39066844324839, 69.15742270669648]","[2150.698633946796, 21.634095153255032, 57.58004651010231, 11.099933905258665]"
9116,"[9116, 9116, 9116, 9116]","[180, 359, 591, 879]","[23.91785714964351, 44.536918757734156, 40.49463063947064, 70.82682705418313]","[2159.201936445973, 20.315861327733423, 60.87819824436647, 11.11374612215342]"
9117,"[9117, 9117, 9117, 9117]","[180, 359, 593, 878]","[23.993552946958175, 44.815382142629005, 39.152477811499125, 72.12573821253534]","[2159.702535689997, 20.260909961186226, 64.27904031697928, 11.138067226564129]"
9118,"[9118, 9118, 9118, 9118]","[181, 361, 594, 878]","[24.057478247501024, 44.77215923211418, 38.15644980955085, 72.0926139297278]","[2162.186484732166, 20.740641390043642, 68.38258401395183, 11.113480346993658]"
9119,"[9119, 9119, 9119, 9119]","[181, 361, 595, 877]","[24.158598286239368, 46.21682411900713, 36.705919714525635, 71.79014431850896]","[2168.652950235488, 20.25994428294713, 71.44044352638745, 10.952870855112664]"
9120,"[9120, 9120, 9120, 9120]","[182, 362, 596, 852]","[24.272797343881194, 48.27318917647608, 33.92379237344062, 66.1211974446179]","[2166.477140354995, 19.962541716273865, 76.04365156664353, 12.584912276743443]"
